file,s640,s640_n,anchors,cands,s512,s512_n,s448,s448_n,s640_r0,s640_r0_n,cluster,w,h,mp,votes,cat,disagree
000587.jpg,,0,['제조일자'],[],,0,,0,,0,mid,1050,1400,1.47,"[None, None, None, None]",C_전원실패,0.0
001445.jpg,,0,[],[],,0,,0,,0,mid,731,993,0.725883,"[None, None, None, None]",C_전원실패,0.0
003055.jpg,2021-05-06,1,"['까지', '별도표기', '유통기한', '제조일자']",['2021-05-06'],,0,2021-05-06,1,,0,mid,878,1158,1.016724,"['2021-05-06', None, '2021-05-06', None]",B_검출경계,0.5
000608.jpg,,0,[],[],,0,,0,,0,mid,1613,763,1.230719,"[None, None, None, None]",C_전원실패,0.0
003095.jpg,2022-10-12,1,['까지'],['2022-10-12'],2022-10-12,1,2022-10-12,1,2022-10-12,1,mid,664,885,0.58764,"['2022-10-12', '2022-10-12', '2022-10-12', '2022-10-12']",D_전원일치,0.0
001263.jpg,2022-12-03,1,"['까지', '별도표기', '제조일자']",['2022-12-03'],2022-12-08,1,2022-12-03,1,2022-12-03,1,mid,1077,1436,1.546572,"['2022-12-03', '2022-12-08', '2022-12-03', '2022-12-03']",A_날짜불일치,0.25
003162.jpg,2020-10-20,1,[],['2020-10-20'],,0,,0,2020-10-20,1,mid,1536,2048,3.145728,"['2020-10-20', None, None, '2020-10-20']",B_검출경계,0.5
001561.jpg,,0,[],[],,0,,0,,0,mid,717,957,0.686169,"[None, None, None, None]",C_전원실패,0.0
002518.jpg,2023-01-25,1,['제조일자'],['2023-01-25'],2023-01-25,1,2023-01-25,1,2023-01-25,1,mid,1036,1381,1.430716,"['2023-01-25', '2023-01-25', '2023-01-25', '2023-01-25']",D_전원일치,0.0
002465.jpg,2022-01-20,1,[],['2022-01-20'],2022-01-20,1,2022-01-20,1,2022-01-20,1,mid,1132,1510,1.70932,"['2022-01-20', '2022-01-20', '2022-01-20', '2022-01-20']",D_전원일치,0.0
000609.jpg,2027-06-11,2,['까지'],"['2010-02-02', '2027-06-11']",2027-06-11,2,2027-06-11,2,2027-06-11,2,mid,1613,763,1.230719,"['2027-06-11', '2027-06-11', '2027-06-11', '2027-06-11']",D_전원일치,0.0
002946.jpg,2019-06-06,1,['BEST_BEFORE'],['2019-06-06'],2019-06-05,1,2019-06-06,1,2019-06-06,1,mid,2048,1536,3.145728,"['2019-06-06', '2019-06-05', '2019-06-06', '2019-06-06']",A_날짜불일치,0.25
001271.jpg,2023-07-08,1,"['까지', '별도표기', '유통기한', '제조일자']",['2023-07-08'],,0,,0,2023-07-08,1,mid,1064,1419,1.509816,"['2023-07-08', None, None, '2023-07-08']",B_검출경계,0.5
001259.jpg,2032-03-08,1,['BEST_BEFORE'],['2032-03-08'],2032-03-08,1,2032-03-08,1,2032-03-08,1,mid,760,1058,0.80408,"['2032-03-08', '2032-03-08', '2032-03-08', '2032-03-08']",D_전원일치,0.0
002886.jpg,2022-01-04,1,[],['2022-01-04'],,0,,0,,0,mid,898,1199,1.076702,"['2022-01-04', None, None, None]",B_검출경계,0.25
000957.jpg,2021-12-22,1,"['까지', '제조일자']",['2021-12-22'],,0,,0,2021-12-22,1,mid,846,1127,0.953442,"['2021-12-22', None, None, '2021-12-22']",B_검출경계,0.5
000972.jpg,,0,[],[],,0,2021-06-25,1,,0,mid,909,1211,1.100799,"[None, None, '2021-06-25', None]",B_검출경계,0.25
002412.jpg,2023-01-18,1,['품질유지기한'],['2023-01-18'],2023-01-18,1,2023-01-18,1,2023-01-18,1,mid,825,1114,0.91905,"['2023-01-18', '2023-01-18', '2023-01-18', '2023-01-18']",D_전원일치,0.0
000926.jpg,2021-06-10,1,[],['2021-06-10'],2021-06-10,1,2021-06-10,1,2021-06-10,1,mid,654,873,0.570942,"['2021-06-10', '2021-06-10', '2021-06-10', '2021-06-10']",D_전원일치,0.0
002189.jpg,,0,[],[],,0,,0,,0,mid,1036,1381,1.430716,"[None, None, None, None]",C_전원실패,0.0
001325.jpg,,0,[],[],,0,,0,,0,mid,951,1268,1.205868,"[None, None, None, None]",C_전원실패,0.0
002602.jpg,2020-04-27,1,['제조일자'],['2020-04-27'],2022-07-07,1,,0,2020-04-27,1,mid,861,1255,1.080555,"['2020-04-27', '2022-07-07', None, '2020-04-27']",A_날짜불일치,0.5
002689.jpg,,0,[],[],,0,2021-03-15,1,,0,mid,1030,1374,1.41522,"[None, None, '2021-03-15', None]",B_검출경계,0.25
001219.jpg,2021-01-14,1,['유통기한'],['2021-01-14'],2021-11-14,1,2021-01-14,1,2021-01-14,1,mid,850,642,0.5457,"['2021-01-14', '2021-11-14', '2021-01-14', '2021-01-14']",A_날짜불일치,0.25
002265.jpg,,1,[],['2003-05-10'],,1,,0,,1,mid,969,1292,1.251948,"[None, None, None, None]",C_전원실패,0.0
002778.jpg,,1,['유통기한'],['2002-10-21'],2018-09-07,2,,1,,1,mid,674,898,0.605252,"[None, '2018-09-07', None, None]",B_검출경계,0.25
000691.jpg,2026-09-22,2,"['까지', '부터']","['2025-09-23', '2026-09-22']",2026-09-22,2,2026-09-22,2,2026-09-22,2,mid,1430,2543,3.63649,"['2026-09-22', '2026-09-22', '2026-09-22', '2026-09-22']",D_전원일치,0.0
001154.jpg,,0,[],[],,0,,0,,0,mid,1008,756,0.762048,"[None, None, None, None]",C_전원실패,0.0
002639.jpg,2021-12-04,1,[],['2021-12-04'],2021-12-04,1,2021-12-04,1,2021-12-04,1,mid,1044,1392,1.453248,"['2021-12-04', '2021-12-04', '2021-12-04', '2021-12-04']",D_전원일치,0.0
001622.jpg,2022-01-14,1,[],['2022-01-14'],2022-01-14,1,,0,2022-01-14,1,mid,763,1018,0.776734,"['2022-01-14', '2022-01-14', None, '2022-01-14']",B_검출경계,0.25
001301.jpg,2030-11-20,2,['BEST_BEFORE'],"['2029-11-21', '2030-11-20']",2030-11-20,2,2029-11-21,1,2030-11-20,2,mid,1108,1477,1.636516,"['2030-11-20', '2030-11-20', '2029-11-21', '2030-11-20']",A_날짜불일치,0.25
000909.jpg,,0,[],[],,0,,0,,0,mid,669,895,0.598755,"[None, None, None, None]",C_전원실패,0.0
002675.jpg,2021-03-23,1,[],['2021-03-23'],2021-03-23,1,2021-03-23,1,2021-03-23,1,mid,1294,970,1.25518,"['2021-03-23', '2021-03-23', '2021-03-23', '2021-03-23']",D_전원일치,0.0
000752.jpg,,0,['제조일자'],[],2026-07-09,1,2026-07-09,1,,0,mid,1907,2543,4.849501,"[None, '2026-07-09', '2026-07-09', None]",B_검출경계,0.5
002978.jpg,2020-07-20,1,[],['2020-07-20'],2020-07-20,1,2020-07-20,1,2020-07-20,1,mid,753,925,0.696525,"['2020-07-20', '2020-07-20', '2020-07-20', '2020-07-20']",D_전원일치,0.0
002017.jpg,,0,[],[],,0,,0,,0,mid,913,1282,1.170466,"[None, None, None, None]",C_전원실패,0.0
000937.jpg,2022-11-09,1,[],['2022-11-09'],2022-06-11,1,,0,2022-11-09,1,mid,769,1025,0.788225,"['2022-11-09', '2022-06-11', None, '2022-11-09']",A_날짜불일치,0.5
002731.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1334,910,1.21394,"[None, None, None, None]",C_전원실패,0.0
001635.jpg,,0,"['까지', '부터', '유통기한']",[],2021-12-22,2,,0,,0,mid,762,1016,0.774192,"[None, '2021-12-22', None, None]",B_검출경계,0.25
001850.jpg,,0,[],[],,0,,0,,0,mid,1122,1496,1.678512,"[None, None, None, None]",C_전원실패,0.0
001649.jpg,,0,"['까지', '부터']",[],2019-08-18,1,2019-08-18,1,,0,mid,716,1136,0.813376,"[None, '2019-08-18', '2019-08-18', None]",B_검출경계,0.5
002726.jpg,2017-03-22,1,[],['2017-03-22'],2017-03-22,1,2017-03-22,1,2017-03-22,1,mid,1120,1493,1.67216,"['2017-03-22', '2017-03-22', '2017-03-22', '2017-03-22']",D_전원일치,0.0
001618.jpg,2023-10-06,1,[],['2023-10-06'],2023-10-06,1,,0,2023-10-06,1,mid,759,1012,0.768108,"['2023-10-06', '2023-10-06', None, '2023-10-06']",B_검출경계,0.25
002030.jpg,2019-11-18,1,[],['2019-11-18'],2019-11-18,2,2019-11-18,1,2019-11-18,1,mid,521,846,0.440766,"['2019-11-18', '2019-11-18', '2019-11-18', '2019-11-18']",D_전원일치,0.0
000649.jpg,,0,['까지'],[],,0,,0,,0,mid,1326,2358,3.126708,"[None, None, None, None]",C_전원실패,0.0
002713.jpg,,0,[],[],2021-12-15,1,2021-12-15,1,,0,mid,1054,1235,1.30169,"[None, '2021-12-15', '2021-12-15', None]",B_검출경계,0.5
002834.jpg,2021-06-30,1,['BEST_BEFORE'],['2021-06-30'],2021-06-30,1,2021-06-30,1,2021-06-30,1,mid,725,967,0.701075,"['2021-06-30', '2021-06-30', '2021-06-30', '2021-06-30']",D_전원일치,0.0
002328.jpg,2020-10-21,1,"['까지', '별도표기', '유통기한', '제조일자']",['2020-10-21'],2020-10-21,1,,0,2020-10-21,1,mid,712,948,0.674976,"['2020-10-21', '2020-10-21', None, '2020-10-21']",B_검출경계,0.25
002343.jpg,2022-04-09,1,['유통기한'],['2022-04-09'],2022-04-09,1,2022-04-09,1,2022-04-09,1,mid,717,957,0.686169,"['2022-04-09', '2022-04-09', '2022-04-09', '2022-04-09']",D_전원일치,0.0
003265.jpg,2021-10-06,1,[],['2021-10-06'],2021-10-06,1,2021-10-06,1,2021-10-06,1,mid,2043,1532,3.129876,"['2021-10-06', '2021-10-06', '2021-10-06', '2021-10-06']",D_전원일치,0.0
003044.jpg,,0,"['BEST_BEFORE', '까지']",[],2022-05-02,1,2022-05-02,1,,0,mid,936,1247,1.167192,"[None, '2022-05-02', '2022-05-02', None]",B_검출경계,0.5
003332.jpg,,0,[],[],,0,,0,,0,mid,1311,1748,2.291628,"[None, None, None, None]",C_전원실패,0.0
000702.jpg,2025-10-09,1,['까지'],['2025-10-09'],2025-10-09,1,2025-10-09,1,2025-10-09,1,mid,1185,2106,2.49561,"['2025-10-09', '2025-10-09', '2025-10-09', '2025-10-09']",D_전원일치,0.0
003106.jpg,2021-01-11,1,[],['2021-01-11'],2021-01-11,1,2021-01-11,1,2021-01-11,1,mid,604,838,0.506152,"['2021-01-11', '2021-01-11', '2021-01-11', '2021-01-11']",D_전원일치,0.0
003189.jpg,2022-08-16,1,[],['2022-08-16'],,0,,0,2022-08-16,1,mid,1512,2016,3.048192,"['2022-08-16', None, None, '2022-08-16']",B_검출경계,0.5
002426.jpg,2021-01-18,1,"['까지', '유통기한', '제조일자']",['2021-01-18'],2021-01-18,1,2020-02-16,1,2021-01-18,1,mid,585,760,0.4446,"['2021-01-18', '2021-01-18', '2020-02-16', '2021-01-18']",A_날짜불일치,0.25
002803.jpg,,0,['까지'],[],2021-04-19,1,2021-04-19,1,,0,mid,766,1021,0.782086,"[None, '2021-04-19', '2021-04-19', None]",B_검출경계,0.5
002820.jpg,2021-11-19,1,"['별도표기', '유통기한']",['2021-11-19'],2021-11-14,1,,0,2021-11-19,1,mid,852,1137,0.968724,"['2021-11-19', '2021-11-14', None, '2021-11-19']",A_날짜불일치,0.5
003108.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,657,876,0.575532,"[None, None, None, None]",C_전원실패,0.0
002277.jpg,,0,[],[],,0,,0,,0,mid,934,1237,1.155358,"[None, None, None, None]",C_전원실패,0.0
001162.jpg,2021-12-06,1,['까지'],['2021-12-06'],2021-12-06,1,2021-12-06,1,,0,mid,1241,931,1.155371,"['2021-12-06', '2021-12-06', '2021-12-06', None]",B_검출경계,0.25
002083.jpg,,1,"['BEST_BEFORE', 'MFG']",['2006-11-20'],,0,,0,,0,mid,715,1147,0.820105,"[None, None, None, None]",C_전원실패,0.0
001674.jpg,,0,['까지'],[],,0,,0,,0,mid,933,1243,1.159719,"[None, None, None, None]",C_전원실패,0.0
002201.jpg,2031-10-06,1,[],['2031-10-06'],,0,2020-10-06,1,2031-10-06,1,mid,832,600,0.4992,"['2031-10-06', None, '2020-10-06', '2031-10-06']",A_날짜불일치,0.5
001217.jpg,2022-05-14,1,"['까지', '유통기한']",['2022-05-14'],2022-05-30,1,2022-05-30,1,2022-05-14,1,mid,1008,756,0.762048,"['2022-05-14', '2022-05-30', '2022-05-30', '2022-05-14']",A_날짜불일치,0.5
000763.jpg,,0,[],[],,0,,0,,0,mid,748,634,0.474232,"[None, None, None, None]",C_전원실패,0.0
002363.jpg,2021-08-04,1,"['까지', '별도표기', '유통기한']",['2021-08-04'],2021-08-04,1,2021-08-04,1,2021-08-04,1,mid,520,925,0.481,"['2021-08-04', '2021-08-04', '2021-08-04', '2021-08-04']",D_전원일치,0.0
002770.jpg,2021-10-11,1,"['까지', '별도표기', '제조일자']",['2021-10-11'],2021-10-11,1,,0,2021-10-11,1,mid,743,1034,0.768262,"['2021-10-11', '2021-10-11', None, '2021-10-11']",B_검출경계,0.25
001524.jpg,2021-06-25,1,['까지'],['2021-06-25'],2021-06-25,1,2021-06-25,1,2021-06-25,1,mid,835,1113,0.929355,"['2021-06-25', '2021-06-25', '2021-06-25', '2021-06-25']",D_전원일치,0.0
002279.jpg,2021-01-03,1,"['까지', '유통기한']",['2021-01-03'],2021-01-03,1,2021-01-03,1,2021-01-03,1,mid,1077,1435,1.545495,"['2021-01-03', '2021-01-03', '2021-01-03', '2021-01-03']",D_전원일치,0.0
001754.jpg,2021-12-15,1,['까지'],['2021-12-15'],,0,,0,,0,mid,963,1284,1.236492,"['2021-12-15', None, None, None]",B_검출경계,0.25
001542.jpg,2022-01-22,1,[],['2022-01-22'],2022-01-22,1,2022-01-22,1,2022-01-22,1,mid,911,1215,1.106865,"['2022-01-22', '2022-01-22', '2022-01-22', '2022-01-22']",D_전원일치,0.0
002164.jpg,2020-10-30,1,['부터'],['2020-10-30'],2020-10-30,1,2021-01-29,2,2020-10-30,1,mid,908,1210,1.09868,"['2020-10-30', '2020-10-30', '2021-01-29', '2020-10-30']",A_날짜불일치,0.25
000528.jpg,2026-03-11,1,['까지'],['2026-03-11'],,0,,0,2026-03-11,1,mid,1050,1400,1.47,"['2026-03-11', None, None, '2026-03-11']",B_검출경계,0.5
000858.jpg,,0,[],[],,0,,0,,0,mid,779,1107,0.862353,"[None, None, None, None]",C_전원실패,0.0
001645.jpg,2021-10-12,1,[],['2021-10-12'],2021-10-12,1,2021-10-12,1,2021-10-12,1,mid,771,1028,0.792588,"['2021-10-12', '2021-10-12', '2021-10-12', '2021-10-12']",D_전원일치,0.0
001730.jpg,,0,[],[],,0,,0,,0,mid,917,1223,1.121491,"[None, None, None, None]",C_전원실패,0.0
003179.jpg,2021-07-08,1,[],['2021-07-08'],2021-07-08,1,2021-07-08,1,2021-07-08,1,mid,1064,781,0.830984,"['2021-07-08', '2021-07-08', '2021-07-08', '2021-07-08']",D_전원일치,0.0
002387.jpg,2021-01-14,1,"['까지', '유통기한']",['2021-01-14'],2021-01-14,1,2021-01-14,1,2021-01-14,1,mid,891,544,0.484704,"['2021-01-14', '2021-01-14', '2021-01-14', '2021-01-14']",D_전원일치,0.0
001123.jpg,,0,"['까지', '별도표기']",[],,0,,0,,0,mid,908,1210,1.09868,"[None, None, None, None]",C_전원실패,0.0
001362.jpg,,0,[],[],2021-12-01,1,,0,,0,mid,863,1116,0.963108,"[None, '2021-12-01', None, None]",B_검출경계,0.25
001599.jpg,2021-02-15,1,['유통기한'],['2021-02-15'],2021-02-15,1,2021-02-15,1,2021-02-15,1,mid,815,1086,0.88509,"['2021-02-15', '2021-02-15', '2021-02-15', '2021-02-15']",D_전원일치,0.0
001299.jpg,2016-11-15,1,['유통기한'],['2016-11-15'],2021-07-28,1,2021-07-28,1,2016-11-15,1,mid,1034,1379,1.425886,"['2016-11-15', '2021-07-28', '2021-07-28', '2016-11-15']",A_날짜불일치,0.5
001370.jpg,2021-12-03,1,[],['2021-12-03'],2021-12-03,1,2021-12-03,1,2021-12-03,1,mid,914,1219,1.114166,"['2021-12-03', '2021-12-03', '2021-12-03', '2021-12-03']",D_전원일치,0.0
002751.jpg,,0,"['BEST_BEFORE', 'MFG']",[],,0,,0,,0,mid,1300,879,1.1427,"[None, None, None, None]",C_전원실패,0.0
003160.jpg,2021-06-13,1,"['까지', '유통기한']",['2021-06-13'],2021-06-13,1,2021-06-13,1,2021-06-13,1,mid,1058,1411,1.492838,"['2021-06-13', '2021-06-13', '2021-06-13', '2021-06-13']",D_전원일치,0.0
000525.jpg,2027-09-08,1,[],['2027-09-08'],2027-09-08,1,2027-09-08,1,2027-09-08,1,mid,1050,1400,1.47,"['2027-09-08', '2027-09-08', '2027-09-08', '2027-09-08']",D_전원일치,0.0
001038.jpg,2021-12-28,1,[],['2021-12-28'],2021-12-28,1,2021-12-28,1,2021-12-28,1,mid,756,1008,0.762048,"['2021-12-28', '2021-12-28', '2021-12-28', '2021-12-28']",D_전원일치,0.0
002590.jpg,,0,[],[],,0,,0,,0,mid,1038,1385,1.43763,"[None, None, None, None]",C_전원실패,0.0
003187.jpg,2022-01-17,1,[],['2022-01-17'],2022-01-17,1,2022-01-17,1,2022-01-17,1,mid,841,1121,0.942761,"['2022-01-17', '2022-01-17', '2022-01-17', '2022-01-17']",D_전원일치,0.0
002790.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,550,733,0.40315,"[None, None, None, None]",C_전원실패,0.0
002230.jpg,2022-07-21,1,[],['2022-07-21'],2022-07-21,1,2022-07-21,1,2022-07-21,1,mid,1110,1480,1.6428,"['2022-07-21', '2022-07-21', '2022-07-21', '2022-07-21']",D_전원일치,0.0
001236.jpg,,0,[],[],,0,,0,,0,mid,792,594,0.470448,"[None, None, None, None]",C_전원실패,0.0
002337.jpg,2023-01-05,1,[],['2023-01-05'],2023-01-05,1,2023-01-05,1,2023-01-05,1,mid,756,1008,0.762048,"['2023-01-05', '2023-01-05', '2023-01-05', '2023-01-05']",D_전원일치,0.0
001360.jpg,,0,[],[],,0,,0,,0,mid,928,1238,1.148864,"[None, None, None, None]",C_전원실패,0.0
000558.jpg,2025-05-16,1,[],['2025-05-16'],2025-05-16,1,2025-05-16,1,2025-05-16,1,mid,1050,1400,1.47,"['2025-05-16', '2025-05-16', '2025-05-16', '2025-05-16']",D_전원일치,0.0
000509.jpg,2026-09-01,2,"['까지', '부터', '소비기한']","['2025-09-02', '2026-09-01']",2025-09-02,1,2026-09-01,2,2026-09-01,2,mid,1050,1400,1.47,"['2026-09-01', '2025-09-02', '2026-09-01', '2026-09-01']",A_날짜불일치,0.25
000955.jpg,,0,['까지'],[],,0,,0,,0,mid,829,1106,0.916874,"[None, None, None, None]",C_전원실패,0.0
000622.jpg,,0,['소비기한'],[],2027-01-22,1,,0,,0,mid,1613,763,1.230719,"[None, '2027-01-22', None, None]",B_검출경계,0.25
000671.jpg,2026-03-31,2,"['까지', '부터']","['2025-10-01', '2026-03-31']",2026-03-31,2,2026-03-31,2,2026-03-31,2,mid,1461,2596,3.792756,"['2026-03-31', '2026-03-31', '2026-03-31', '2026-03-31']",D_전원일치,0.0
002199.jpg,,0,"['까지', '유통기한']",[],,0,,0,,0,mid,792,638,0.505296,"[None, None, None, None]",C_전원실패,0.0
001945.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,957,1276,1.221132,"[None, None, None, None]",C_전원실패,0.0
001628.jpg,,0,[],[],,0,,0,,0,mid,782,1043,0.815626,"[None, None, None, None]",C_전원실패,0.0
000700.jpg,2025-10-24,1,['까지'],['2025-10-24'],2025-10-24,1,,0,2025-10-24,1,mid,890,1581,1.40709,"['2025-10-24', '2025-10-24', None, '2025-10-24']",B_검출경계,0.25
003333.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,1451,1934,2.806234,"[None, None, None, None]",C_전원실패,0.0
002870.jpg,,0,[],[],2021-02-25,1,,0,,0,mid,873,1164,1.016172,"[None, '2021-02-25', None, None]",B_검출경계,0.25
002125.jpg,,0,[],[],,0,,0,,0,mid,686,959,0.657874,"[None, None, None, None]",C_전원실패,0.0
003315.jpg,2021-08-03,1,[],['2021-08-03'],2021-08-03,1,2021-08-03,1,,0,mid,1917,1437,2.754729,"['2021-08-03', '2021-08-03', '2021-08-03', None]",B_검출경계,0.25
000556.jpg,,0,[],[],,0,,0,,0,mid,1050,1400,1.47,"[None, None, None, None]",C_전원실패,0.0
000601.jpg,2026-01-27,2,"['까지', '부터']","['2025-04-28', '2026-01-27']",2026-01-27,2,2026-01-27,2,2026-01-27,2,mid,1613,763,1.230719,"['2026-01-27', '2026-01-27', '2026-01-27', '2026-01-27']",D_전원일치,0.0
001688.jpg,,0,[],[],,0,,0,,0,mid,1025,1367,1.401175,"[None, None, None, None]",C_전원실패,0.0
001030.jpg,,0,[],[],,0,,0,,0,mid,756,1008,0.762048,"[None, None, None, None]",C_전원실패,0.0
001633.jpg,2021-05-12,1,"['까지', '제조일자']",['2021-05-12'],2021-05-12,1,2021-05-12,1,2021-05-12,1,mid,754,1006,0.758524,"['2021-05-12', '2021-05-12', '2021-05-12', '2021-05-12']",D_전원일치,0.0
002548.jpg,2021-04-02,1,"['까지', '유통기한']",['2021-04-02'],2021-04-02,1,2021-04-02,1,2021-04-02,1,mid,2048,1536,3.145728,"['2021-04-02', '2021-04-02', '2021-04-02', '2021-04-02']",D_전원일치,0.0
000611.jpg,2026-07-20,1,[],['2026-07-20'],2026-07-20,1,2026-07-20,1,2026-07-20,1,mid,1613,763,1.230719,"['2026-07-20', '2026-07-20', '2026-07-20', '2026-07-20']",D_전원일치,0.0
002041.jpg,2020-08-27,1,['까지'],['2020-08-27'],2020-08-27,1,2020-08-27,1,2020-08-27,1,mid,641,873,0.559593,"['2020-08-27', '2020-08-27', '2020-08-27', '2020-08-27']",D_전원일치,0.0
002723.jpg,2019-11-25,1,[],['2019-11-25'],2019-11-25,1,2019-11-25,1,2019-11-25,1,mid,1515,2073,3.140595,"['2019-11-25', '2019-11-25', '2019-11-25', '2019-11-25']",D_전원일치,0.0
003285.jpg,2021-08-06,2,"['까지', '부터']","['2021-03-07', '2021-08-06']",2021-08-06,2,2021-08-06,2,2021-08-06,2,mid,1354,1806,2.445324,"['2021-08-06', '2021-08-06', '2021-08-06', '2021-08-06']",D_전원일치,0.0
002313.jpg,,0,[],[],2017-10-20,1,,1,,0,mid,1050,1400,1.47,"[None, '2017-10-20', None, None]",B_검출경계,0.25
002964.jpg,,0,['유통기한'],[],,0,,0,,0,mid,815,1087,0.885905,"[None, None, None, None]",C_전원실패,0.0
000724.jpg,2026-05-20,1,['까지'],['2026-05-20'],2026-05-20,1,2026-05-20,1,2026-05-20,1,mid,1148,2040,2.34192,"['2026-05-20', '2026-05-20', '2026-05-20', '2026-05-20']",D_전원일치,0.0
001189.jpg,2019-06-28,2,"['까지', '부터']","['2019-06-16', '2019-06-28']",2019-06-28,2,2019-06-28,2,2019-06-28,2,mid,1297,828,1.073916,"['2019-06-28', '2019-06-28', '2019-06-28', '2019-06-28']",D_전원일치,0.0
002805.jpg,,0,[],[],,0,,0,,0,mid,1536,2048,3.145728,"[None, None, None, None]",C_전원실패,0.0
003323.jpg,,0,['EXP'],[],,0,,0,,0,mid,1342,1868,2.506856,"[None, None, None, None]",C_전원실패,0.0
003047.jpg,,0,[],[],,0,,0,,0,mid,874,1165,1.01821,"[None, None, None, None]",C_전원실패,0.0
001920.jpg,2022-10-15,1,"['까지', '유통기한', '제조일자']",['2022-10-15'],,0,,0,2022-10-15,1,mid,994,1325,1.31705,"['2022-10-15', None, None, '2022-10-15']",B_검출경계,0.5
001000.jpg,,0,[],[],,0,,0,,0,mid,822,1098,0.902556,"[None, None, None, None]",C_전원실패,0.0
002123.jpg,2020-11-02,1,"['까지', '제조일자']",['2020-11-02'],2020-11-02,1,2020-11-02,1,2020-11-02,1,mid,756,1008,0.762048,"['2020-11-02', '2020-11-02', '2020-11-02', '2020-11-02']",D_전원일치,0.0
002932.jpg,,2,[],"['2001-02-22', '2006-02-23']",,1,,2,,2,mid,1057,1409,1.489313,"[None, None, None, None]",C_전원실패,0.0
002288.jpg,,0,[],[],,0,,0,,0,mid,1089,1453,1.582317,"[None, None, None, None]",C_전원실패,0.0
001258.jpg,,0,[],[],,0,,0,,0,mid,1264,948,1.198272,"[None, None, None, None]",C_전원실패,0.0
000903.jpg,,0,[],[],,0,,0,,0,mid,924,1231,1.137444,"[None, None, None, None]",C_전원실패,0.0
002246.jpg,2021-07-22,1,['까지'],['2021-07-22'],,0,2021-07-22,1,,0,mid,1046,1395,1.45917,"['2021-07-22', None, '2021-07-22', None]",B_검출경계,0.5
001538.jpg,,0,['까지'],[],2015-01-08,1,,0,,0,mid,823,1097,0.902831,"[None, '2015-01-08', None, None]",B_검출경계,0.25
001702.jpg,2021-05-17,1,['까지'],['2021-05-17'],2021-05-17,1,2021-05-17,1,,0,mid,1000,1334,1.334,"['2021-05-17', '2021-05-17', '2021-05-17', None]",B_검출경계,0.25
001672.jpg,,0,[],[],,0,,0,,0,mid,930,1257,1.16901,"[None, None, None, None]",C_전원실패,0.0
001035.jpg,,0,"['BEST_BEFORE', '까지', '유통기한', '제조일자']",[],,0,,0,,0,mid,1008,756,0.762048,"[None, None, None, None]",C_전원실패,0.0
002604.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,mid,917,1109,1.016953,"[None, None, None, None]",C_전원실패,0.0
003124.jpg,,0,[],[],2021-03-07,1,2021-03-07,1,,0,mid,756,1008,0.762048,"[None, '2021-03-07', '2021-03-07', None]",B_검출경계,0.5
002809.jpg,2023-01-20,2,[],"['2010-09-19', '2023-01-20']",2023-01-20,2,2023-01-20,1,2023-01-20,2,mid,949,1266,1.201434,"['2023-01-20', '2023-01-20', '2023-01-20', '2023-01-20']",D_전원일치,0.0
001252.jpg,,0,[],[],,0,,0,,0,mid,1225,855,1.047375,"[None, None, None, None]",C_전원실패,0.0
001443.jpg,2021-09-06,1,[],['2021-09-06'],2021-09-06,1,,0,2021-09-06,1,mid,723,965,0.697695,"['2021-09-06', '2021-09-06', None, '2021-09-06']",B_검출경계,0.25
001974.jpg,,0,[],[],,0,,0,,0,mid,935,1126,1.05281,"[None, None, None, None]",C_전원실패,0.0
002962.jpg,,0,['별도표기'],[],,0,,0,,0,mid,766,1021,0.782086,"[None, None, None, None]",C_전원실패,0.0
000870.jpg,,1,[],['2010-10-19'],,0,,0,,1,mid,1008,756,0.762048,"[None, None, None, None]",C_전원실패,0.0
002745.jpg,2019-09-26,1,[],['2019-09-26'],2019-09-26,1,2019-09-26,1,2019-09-26,1,mid,743,871,0.647153,"['2019-09-26', '2019-09-26', '2019-09-26', '2019-09-26']",D_전원일치,0.0
002851.jpg,,0,[],[],,0,,1,,0,mid,1536,2048,3.145728,"[None, None, None, None]",C_전원실패,0.0
000595.jpg,,1,[],['2005-01-15'],2026-05-01,2,,1,,1,mid,1613,763,1.230719,"[None, '2026-05-01', None, None]",B_검출경계,0.25
001332.jpg,,0,[],[],,0,,0,,0,mid,1020,1360,1.3872,"[None, None, None, None]",C_전원실패,0.0
001460.jpg,2022-11-18,1,[],['2022-11-18'],2022-11-18,1,2022-11-18,1,2022-11-18,1,mid,645,871,0.561795,"['2022-11-18', '2022-11-18', '2022-11-18', '2022-11-18']",D_전원일치,0.0
002826.jpg,,0,[],[],,0,,0,,0,mid,883,1178,1.040174,"[None, None, None, None]",C_전원실패,0.0
003007.jpg,2021-11-30,1,[],['2021-11-30'],2021-11-30,1,2021-11-30,1,2021-11-30,1,mid,904,1205,1.08932,"['2021-11-30', '2021-11-30', '2021-11-30', '2021-11-30']",D_전원일치,0.0
